@relation  generated
@attribute A numeric
@attribute B numeric
@attribute class {0,1}

@data
71.26238414356068,14.562847700608527,0
87.27120118438503,88.88035110434245,0
55.151387943217394,5.125971671694374,0
73.22535300318438,8.212193926136402,0
91.22666093777107,35.176817398414386,0
64.11381964408552,65.63973580577992,0
68.48123978820524,48.4341198510942,0
62.906107843150764,78.17961633671878,0
63.17798619430634,13.729386754917005,0
81.77014163126826,45.702282426847276,0
56.08599223263063,86.22098455485168,0
73.8962771042388,6.479161523362931,0
99.23361478073826,12.499978762270148,0
80.35656738059686,30.971833274401828,0
59.42288001302316,49.36875774721078,0
83.30817639045746,24.11001431359827,0
70.76417208451977,63.050134473248285,0
95.30948350852728,29.353428817203152,0
99.1291155662988,85.16163812216352,0
79.27454870296835,37.250936318811654,0
95.19048971779117,52.32408060441717,0
83.70147738578638,45.934788811701154,0
62.441070633817084,40.34380108591217,0
88.72917369094279,74.03473351677835,0
66.42036881841675,55.13479874471214,0
55.20800106491266,79.46925210802671,0
89.06489839008893,7.458924901814212,0
77.47016514540479,57.44123894549117,0
64.77852596851726,21.61157640739009,0
83.89739881590111,62.00455147997233,0
77.52922983290692,41.94710167407969,0
63.48783989099091,72.23848140439375,0
69.3386292528148,55.28770391535852,0
81.1056419032176,95.97288984347335,0
64.97137529864105,33.927073090510284,0
86.17154151010067,29.16758901510037,0
79.20557797427146,5.611734087434694,0
69.27375051709994,96.83928395089171,0
80.77855138892637,86.42241864805258,0
71.09742405862066,32.81728110189077,0
84.5633361003494,99.14509252394478,0
89.95242365183215,34.99812291010427,0
63.88864331165493,37.94374965719833,0
64.86936671990946,44.53444290026523,0
95.94107191011368,12.26609120285046,0
63.37030679754292,90.51164517304895,0
70.89900004199069,5.544090670444124,0
93.17422672348367,94.68642721681505,0
72.20213721991968,71.95803730070406,0
80.0960235449412,43.22803349555861,0
71.73794268183828,24.898978516302662,0
67.0438289271571,75.80189310730333,0
84.16851218491207,1.5650870559773766,0
86.88341613592708,61.23594796065177,0
77.56082999955188,4.208538295172803,0
98.47049584725772,25.1675557218194,0
63.12932121162865,23.456912130413787,0
78.2349768133546,72.47264865386474,0
73.74768494853224,90.79925856398742,0
97.6004601424356,0.47685554558707377,0
76.73094521138002,1.0426530257038658,0
65.29096821339282,8.170763790285562,0
57.90829821487693,39.237133333705856,0
86.50696004333335,73.95359297344739,0
64.37711108293654,55.427774590684656,0
99.03714929696073,43.59501227406876,0
85.58331861566903,94.06618340256684,0
66.79106579494135,57.39465558911784,0
97.30139180828621,36.04566452234032,0
63.27996978126145,93.64476390121342,0
65.94116436072348,5.041441818703484,0
60.35184290497523,26.369885926823912,0
84.66438559196165,56.9255547797433,0
96.1302615704617,35.1661811565099,0
74.51832255653447,51.008406919474936,0
63.975390312897346,20.165024267263554,0
91.1331972631863,11.85697503297557,0
93.99483030266524,82.52461179698336,0
96.59718576161023,48.921132294922174,0
62.03981474669284,41.42239649992011,0
79.83940394341703,94.91533454928764,0
80.17241502377959,57.50413941764825,0
73.7568130318945,51.473142398910454,0
88.13523623991443,67.2054387711534,0
