@relation  generated
@attribute A numeric
@attribute B numeric
@attribute class {0,1}

@data
81.05361392120261,8.913338047275232,0
79.35809870351684,31.5812365229165,0
79.60425282984357,79.03490678647704,0
78.66605594373402,47.75360413871492,0
57.74211936416387,15.121286174383163,0
98.31505632375337,3.3926097679589873,0
76.21645285812401,21.656125715198836,0
90.97814829798068,11.559433751623693,0
70.38379259372631,59.71388067938081,0
78.8020635066359,33.522547414946246,0
69.11217810324341,34.57676171440753,0
71.52092209619623,15.74566171643922,0
96.27268904714222,85.50757125710884,0
92.87874779063299,22.841264734561374,0
95.70405846412149,45.86551945391489,0
64.09331086862184,58.67859421455105,0
94.1327357465248,62.98680106729333,0
99.8333613982907,66.97791474709392,0
59.06079674355958,56.1033607134743,0
56.346291744551806,61.00890154517301,0
64.38161069665327,38.39499673415396,0
76.28392150961179,41.57552315471244,0
84.59618870165585,70.12532263769748,0
84.24895365185728,51.80685670234102,0
84.52790204868134,22.21486693989784,0
67.03113325052824,36.15475121678443,0
63.428153329523454,13.455408911433263,0
84.43830877268616,88.69721224904687,0
81.08260362589408,52.78530209715052,0
99.73385222039144,95.75513993517787,0
81.2470909486641,59.84116057933277,0
58.887171391010796,12.089859466878483,0
63.81182158563251,44.81278067791923,0
61.3002336730585,44.36204876283889,0
68.44074310501624,27.379033991691237,0
68.58424333292058,14.237423293978201,0
91.29772657394419,20.259654824396577,0
89.32475546528184,92.0759664749105,0
70.15344083486475,5.858938616964826,0
83.19884077399644,28.05993851333788,0
92.0070038047163,31.709932445028688,0
82.2456652067107,26.828528493888225,0
67.81141482114921,61.32264650310134,0
60.8997967296695,12.283547178180964,0
57.21072163053031,48.578779974658815,0
72.78165718923327,27.815054063233436,0
73.64324631878837,25.312381044592524,0
90.41833678704442,17.73265418036636,0
76.37595247764742,0.3507223381894353,0
84.55951048273556,38.32513547805196,0
79.15595435616527,17.767766498463764,0
63.372110396287155,10.269357123219446,0
77.40603158826347,52.161680127293195,0
72.38022682122188,28.73278367117814,0
82.11372968757539,6.356420241126259,0
75.33446972323746,30.25151981595705,0
72.57161953803976,85.6606781305132,0
82.72294479108477,29.62571776561299,0
84.46063117946531,14.717648921770532,0
90.99306867776819,58.05407169846407,0
84.49682307936445,56.133750730680944,0
57.29938176350247,25.933483863012896,0
