@relation  generated
@attribute A numeric
@attribute B numeric
@attribute class {0,1}

@data
70.72746723845056,37.10491057190504,0
73.86565274379323,8.602201654460707,0
64.87468561273323,34.32188841087819,0
92.48236249318762,26.913198549541573,0
99.53815482141701,97.49338027683754,0
68.76656613198826,1.8675577888609962,0
69.06631757312832,74.13109574719164,0
57.88681319347543,45.2211952324611,0
89.34238248451877,20.256237430696757,0
76.00690777349332,91.65029804031528,0
94.42718167307694,84.62580595581608,0
91.89304401650799,59.660931815068096,0
88.78281234994748,69.5410147199107,0
95.979303148431,78.89250607603029,0
93.86671100286955,59.017410647819204,0
90.48671973234016,83.99160457093194,0
65.39964288568437,48.78692427411858,0
55.50809443420954,1.9692902296738146,0
89.66385910781104,72.30536821541304,0
63.4003716289182,77.14174150837476,0
67.76110960033908,13.759018722106276,0
70.38399333292728,69.16206021525153,0
97.02255890865297,99.89015678757248,0
96.44317806316859,16.58489142337254,0
81.59189241413482,68.87038097780686,0
97.6222276948248,19.845027476545763,0
95.81875075542428,40.730033367142795,0
78.1964773141304,35.02187255936161,0
76.46473151041515,77.99592398191155,0
83.05036923397238,97.66156806039551,0
99.27414112142813,95.26208656108855,0
83.75414565979719,47.778696611844374,0
97.70458220818142,88.41823580164876,0
87.46315614383454,13.911319178698612,0
68.75273102539698,80.62504240482538,0
78.50389328123651,45.0848123810529,0
97.27381868032839,31.014548432424093,0
81.96464337300986,7.067887252607341,0
91.30482985617164,17.294965204971056,0
94.23845960359485,8.890319805279479,0
63.66564983091553,96.263176604644,0
89.30565483683458,62.777917366280874,0
75.46911917743046,8.84372078036969,0
94.24016740296565,67.65601200218441,0
94.33870205095576,1.6673025783158213,0
59.251474797750795,44.93846456319234,0
76.52095839950707,43.68854205318682,0
55.487703823316586,50.957872544970584,0
59.262780403252336,96.99591280813688,0
59.51009882221139,93.22360759677439,0
67.0109478944474,54.29972219474005,0
61.045646090038574,98.25455734684199,0
61.19746362430751,92.47426293454613,0
86.64614050683669,38.509477068645005,0
69.37141862307374,49.28872607503582,0
55.74957522810448,75.16255206118396,0
67.66182152269802,29.784693561141307,0
98.74648887829207,4.794680900217996,0
90.89156657766041,91.10205217656369,0
68.03279152303067,53.24570402202187,0
95.90195061704016,79.45609007520758,0
73.4390713203126,18.874088754741823,0
86.24555313288273,29.223947055972243,0
77.56922736761024,27.171519196815485,0
79.81326094820781,89.71878721669282,0
56.9460153934574,52.11749372540226,0
59.49107910299477,4.382015746119605,0
77.99443770627737,83.02784090086904,0
71.756759610172,26.509255408058397,0
68.06118556059481,61.954489644733876,0
82.15907465931267,7.847876374088447,0
71.10661441673022,67.0587836067544,0
72.13833043466225,18.920468833793947,0
58.59272293035354,85.38748851774007,0
58.47596099923825,20.080734581852678,0
96.870872207607,65.08675902359876,0
78.4458459333211,47.98153838831932,0
70.19028438024262,1.2420461754374612,0
96.83525708930816,79.38912973387731,0
77.95654974546648,43.716981948782966,0
70.85037156489861,24.164016544551835,0
59.98849352474561,53.10169587033511,0
95.41100127407903,86.87902294835453,0
90.12820534476225,38.656559238077215,0
98.6923703557427,17.76891447842164,0
82.04816432579645,60.869277360692486,0
68.33367157392783,85.76628458783216,0
75.85328806228874,80.38985355416368,0
70.53987220725986,27.080079026210868,0
78.62001641037662,51.705392149931406,0
93.26905348490773,51.16557477906012,0
77.7308659382849,7.350954131303434,0
73.42797219802107,99.31109053932944,0
97.42568670357346,47.26031359854811,0
87.5428553778716,30.69870107172179,0
64.705023427697,19.906205321119185,0
96.63364211647936,89.241534656895,0
57.64558486298189,0.7629863211355725,0
58.35879981543969,77.74376547387938,0
99.4129763105485,20.774162715051226,0
75.09197393810561,56.623446026049315,0
93.21487976845887,64.35177133949172,0
86.0366970164964,37.43693349299666,0
61.091258182803564,88.81727168157637,0
77.19067489812872,68.78794688341188,0
95.47559841062608,89.40020238630065,0
74.99428400024321,24.670734250425784,0
76.99896490271136,97.49622568996166,0
86.64451356247963,36.176606075994,0
81.49184010742385,94.04194930325089,0
82.11884004739065,12.05505501848686,0
77.80490604094146,22.732802103275308,0
68.0552011543236,85.21035728308435,0
59.61273874491603,96.19887516178444,0
97.11979104109595,47.58635905341111,0
89.17069279865181,79.44025900531565,0
83.14775538285689,46.736920668480806,0
99.51139376114938,69.80635412226519,0
64.58174654551644,20.383379126345336,0
76.79026011386028,61.43351491923216,0
91.13371871873466,61.36429951514686,0
81.00466530768124,87.71405168591775,0
61.053831683566905,9.523374300113407,0
55.51095999085836,19.643234695365074,0
56.45950968372089,89.6928076540523,0
81.65251021249196,15.445614211379134,0
77.93641914418248,66.58519171850568,0
96.4282509966542,93.08984261181035,0
86.44157558404626,52.96782257116619,0
57.54456436240686,4.628500537711977,0
78.7198932719442,29.64547184805969,0
84.81461243752464,51.61705472510821,0
61.69723989274782,83.28570697143604,0
97.92839642127907,76.33753945332484,0
62.69634749779811,61.38181669755877,0
98.22953048628546,1.2338819453327154,0
71.93420406849614,5.527369266930715,0
75.8896986788829,69.78986284910141,0
81.53898572425744,11.44859730978769,0
73.1453115492001,8.494293595850788,0
55.33979970631154,45.166844847289745,0
62.9710054846465,73.66156166345756,0
